plateId,wellId,mutant,geneLocus,function,umap1,umap2,peakBiomass,peakBiomassNorm
Plate1_Drawer1 02-Oct-2025 11-48-52,D10,VC_2270,VC_2270,Riboflavin,9.945172,11.401445,0.00949049,0.7091892612226556
Plate1_Drawer1 02-Oct-2025 11-48-52,D11,VC_2718; VC_2719,VC_2718; VC_2719,,5.9759755,0.54325587,0.024051085,1.7972487408714715
Plate1_Drawer1 02-Oct-2025 11-48-52,D2,VC_1933,VC_1933,Hypothetical protein; Identified by Glimmer2; putative.,9.852094,5.413447,0.02257616,1.6870330437779786
Plate1_Drawer1 02-Oct-2025 11-48-52,D3,VC_A0001,VC_A0001,Hypothetical protein; Identified by Glimmer2; putative.,9.072223,9.03481,0.020290483,1.5162328445233968
Plate1_Drawer1 02-Oct-2025 11-48-52,D4,fadR,VC_1900,Fatty acid metabolism regulator protein; Multifunctional regulator of fatty acid metabolism.,5.987523,0.5162705,0.057754476,4.315778654921041
Plate1_Drawer1 02-Oct-2025 11-48-52,D5,pilC,VC_2425,Type IV pilin biogenesis protein PilC; Involved in the translocation of the type IV pilin; Belongs to the GSP F family.,9.442688,10.389553,0.010237807,0.7650335001533252
Plate1_Drawer1 02-Oct-2025 11-48-52,D6,pta,VC_1097,Phosphate acetyltransferase; Involved in acetate metabolism; In the N-terminal section; belongs to the CobB/CobQ family.,11.349128,12.133953,0.007636167,0.5706225530296983
Plate1_Drawer1 02-Oct-2025 11-48-52,D7,VC_A0800,VC_A0800,creA protein; Similar to SP:P08367 GB:M13608 PID:147249 PID:147691 PID:537237; identified by sequence similarity; putative.,9.344402,1.484746,0.067509264,5.044717929405669
Plate1_Drawer1 02-Oct-2025 11-48-52,D8,wzt,VC_0247,lipopolysaccharide/O-antigen transport protein; Similar to GB:X59554 PID:48389; identified by sequence similarity; putative.,11.07608,11.984246,0.012109278,0.9048816150440867
Plate1_Drawer1 02-Oct-2025 11-48-52,D9,wbeM,VC_0250,Iron-containing alcohol dehydrogenase family protein RfbM; Similar to GB:M26941 SP:P13604 PID:144714; identified by sequence similarity; putative.,7.6503797,8.9616,0.009903294,0.7400365793052579
Plate1_Drawer1 02-Oct-2025 11-48-52,E1,VC_A0759,VC_A0759,"Arginine ABC transporter, periplasmic arginine-binding protein; Similar to SP:P30859 GB:X67753 GB:X86160 PID:40931 PID:769791; identified by sequence similarity; putative; Belongs to the bacterial solute-binding protein 3 family.",8.758634,9.940299,0.009033203,0.6750178928637273
Plate1_Drawer1 02-Oct-2025 11-48-52,E11,VC_A0620,VC_A0620,"Thiosulfate sulfurtransferase SseA, putative; Similar to SP:P31142 GB:U00096 PID:1788869 PID:1799924; identified by sequence similarity; putative.",8.396045,10.074169,0.012785496,0.9554128883340288
Plate1_Drawer1 02-Oct-2025 11-48-52,E12,trmJ,VC_0746,"RNA methyltransferase, TrmH family; Catalyzes the formation of 2'O-methylated cytidine (Cm32) or 2'O-methylated uridine (Um32) at position 32 in tRNA.",8.754402,10.407282,0.009235543,0.6901380136494605
Plate1_Drawer1 02-Oct-2025 11-48-52,E2,VC_A0785,VC_A0785,GGDEF family protein; Similar to PID:1651932; identified by sequence similarity; putative.,9.534413,4.42937,0.03531192,2.638729344549492
Plate1_Drawer1 02-Oct-2025 11-48-52,E3,fliE,VC_2134,Flagellar hook-basal body complex protein FliE; Similar to PID:2338730; identified by sequence similarity; putative.,6.592576,1.3720036,0.042515617,3.1770350119599065
Plate1_Drawer1 02-Oct-2025 11-48-52,E4,VC_1581,VC_1581,"NADH dehydrogenase, putative; Similar to SP:P33607 PID:397909 GB:U00096 PID:1788614 PID:1799638; identified by sequence similarity; putative.",10.626493,10.68825,0.013612769,1.0172319437989679
Plate1_Drawer1 02-Oct-2025 11-48-52,E5,fliP,VC_2123,Flagellar biosynthetic protein FliP; Plays a role in the flagellum-specific transport system. Belongs to the FliP/MopC/SpaP family.,8.359182,-0.24783938,0.07155113,5.346751645525804
Plate1_Drawer1 02-Oct-2025 11-48-52,E6,lpxM,VC_0212,Lipid A biosynthesis (kdo)2-(lauroyl)-lipid IVA acyltransferase; Catalyzes the transfer of myristate from myristoyl-acyl carrier protein (ACP) to Kdo(2)-(lauroyl)-lipid IV(A) to form Kdo(2)- lipid A.,11.16533,3.9339254,0.052270822,3.9060054473141985
Plate1_Drawer1 02-Oct-2025 11-48-52,E7,VC_2714,VC_2714,Transcriptional regulator OmpR; Similar to PID:2108342; identified by sequence similarity; putative.,9.879606,10.59507,0.0102776745,0.7680126511636307
Plate1_Drawer1 02-Oct-2025 11-48-52,E9,VC_1154,VC_1154,Hypothetical protein; Identified by Glimmer2; putative.,8.624379,9.746946,0.008843131,0.6608145144018025
Plate1_Drawer1 02-Oct-2025 11-48-52,F10,cdgJ,VC_0137,Conserved hypothetical protein; Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic diguanylate (c-di-GMP). Positively regulates motility and negatively regulates biofilm formation.,9.755478,7.236783,0.02505446,1.8722272483014653
Plate1_Drawer1 02-Oct-2025 11-48-52,F11,recO,VC_2459,DNA repair protein RecO; Involved in DNA repair and RecF pathway recombination.,8.538425,8.886744,0.011533576,0.8618615311427914
Plate1_Drawer1 02-Oct-2025 11-48-52,F12,VC_A0999,VC_A0999,"Transcriptional regulator, TetR family; Similar to GB:U00096 PID:1787354; identified by sequence similarity; putative.",9.632726,10.832251,0.01121846,0.8383140764550525
Plate1_Drawer1 02-Oct-2025 11-48-52,F2,VC_2224,VC_2224,GGDEF family protein; Similar to GB:U00096 PID:1787603; identified by sequence similarity; putative.,9.188656,10.813185,0.009712962,0.725813772003735
Plate1_Drawer1 02-Oct-2025 11-48-52,F3,VC_A1099,VC_A1099,"ABC transporter, permease protein; Similar to SP:P33591 GB:X73143 PID:404846 PID:466613 GB:U00096; identified by sequence similarity; putative.",9.289734,10.734815,0.008789752,0.6568256989059952
Plate1_Drawer1 02-Oct-2025 11-48-52,F4,VC_1320,VC_1320,DNA-binding response regulator; Similar to PID:1079807 SP:P52108 GB:U00096 PID:1742647 PID:1742658; identified by sequence similarity; putative.,8.442202,10.275392,0.010931427,0.8168651606228329
Plate1_Drawer1 02-Oct-2025 11-48-52,F5,VC_1319,VC_1319,Sensor histidine kinase; Similar to GB:M36795 SP:P08336 GB:X13307 PID:145590 PID:305015; identified by sequence similarity; putative.,11.080116,12.092385,0.00890653,0.6655520874852001
Plate1_Drawer1 02-Oct-2025 11-48-52,F6,VC_A0536,VC_A0536,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.71543,9.686011,0.018517252,1.3837258419484917
Plate1_Drawer1 02-Oct-2025 11-48-52,F7,VC_1414,VC_1414,"Thermostable carboxypeptidase 1; Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues.",10.569978,11.522972,0.009467888,0.7075002972511267
Plate1_Drawer1 02-Oct-2025 11-48-52,F8,VC_A0527,VC_A0527,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.811902,11.092632,0.005452619,0.4074540766955778
Plate1_Drawer1 02-Oct-2025 11-48-52,F9,argH,VC_2641,Argininosuccinate lyase; Similar to SP:P11447 GB:J01590 GB:M21446 PID:145335 PID:396307; identified by sequence similarity; putative.,8.435237,10.238392,0.00798106,0.5963951329355689
Plate1_Drawer1 02-Oct-2025 11-48-52,G1,guaB,VC_0767,"Inosine-5`-monophosphate dehydrogenase; Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate-limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. Belongs to the IMPDH/GMPR family.",10.466057,10.836784,0.011687365,0.8733536150387937
Plate1_Drawer1 02-Oct-2025 11-48-52,G10,rluE,VC_1140,Pseudouridine synthase family 1 protein; Responsible for synthesis of pseudouridine from uracil-2457 in 23S ribosomal RNA; Belongs to the pseudouridine synthase RsuA family.,9.376548,6.8911357,0.016005427,1.196026438011435
Plate1_Drawer1 02-Oct-2025 11-48-52,G11,VC_2524,VC_2524,Conserved hypothetical protein; Catalyzes the hydrolysis of 3-deoxy-D-manno-octulosonate 8- phosphate (KDO 8-P) to 3-deoxy-D-manno-octulosonate (KDO) and inorganic phosphate; Belongs to the KdsC family.,8.511732,8.7352705,0.021282656,1.5903742678719346
Plate1_Drawer1 02-Oct-2025 11-48-52,G12,VC_0900,VC_0900,GGDEF family protein; Similar to PID:1652841; identified by sequence similarity; putative.,9.832211,2.7219265,0.057303295,4.282063565387444
Plate1_Drawer1 02-Oct-2025 11-48-52,G2,VC_A0171,VC_A0171,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.744697,6.119399,0.023429964,1.750834662871297
Plate1_Drawer1 02-Oct-2025 11-48-52,G3,fliJ,VC_2129,"Flagellar protein FliJ, putative; Similar to PID:1071644 SP:P52613 GB:U00096 PID:1736608 PID:1788252; identified by sequence similarity; putative.",8.738443,0.09051198,0.04847877,3.6226394086378084
Plate1_Drawer1 02-Oct-2025 11-48-52,G4,VC_0161,VC_0161,Transcriptional activator IlvY; Similar to GB:L42023 SP:P44821 PID:1005575 PID:1220765 PID:1204932; identified by sequence similarity; putative; Belongs to the LysR transcriptional regulatory family.,8.74792,8.246498,0.012296699,0.9188868940684165
Plate1_Drawer1 02-Oct-2025 11-48-52,G5,VC_0405,VC_0405,MSHA biogenesis protein MshE; Similar to PID:791156 PID:791159; identified by sequence similarity; putative.,9.992655,9.468838,0.019427337,1.4517331322780551
Plate1_Drawer1 02-Oct-2025 11-48-52,G6,VC_1295,VC_1295,Conserved hypothetical protein; Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic diguanylate (c-di-GMP) to GMP in vitro. Increases motility and decreases biofilm formation in vivo.,9.784706,11.171687,0.010301943,0.769826146524353
Plate1_Drawer1 02-Oct-2025 11-48-52,G8,manC,VC_0241,Mannose-1-phosphate guanylyltransferase; Similar to GB:X59554 SP:Q07024 PID:48383; identified by sequence similarity; putative.,3.023541,-0.42641944,0.10220605,7.637480582349888
Plate1_Drawer1 02-Oct-2025 11-48-52,H1,flhG,VC_2067,MinD-related protein; Similar to GP:3695013; identified by sequence similarity; putative. MULTIPLE FILAMENTS,2.8931415,6.3899465,0.036465246,2.724913136312497
Plate1_Drawer1 02-Oct-2025 11-48-52,H10,trpR,VC_0701,"Trp operon repressor, putative; This protein is an aporepressor. When complexed with L- tryptophan it binds the operator region of the trp operon and prevents the initiation of transcription (By similarity).",7.0489974,7.008529,0.012348627,0.9227672816940048
Plate1_Drawer1 02-Oct-2025 11-48-52,H11,greA,VC_0634,"Transcription elongation factor GreA; Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides.",7.76929,6.902072,0.021870814,1.6343251426425938
Plate1_Drawer1 02-Oct-2025 11-48-52,H12,VC_0419,VC_0419,Cytoplasmic axial filament protein; Similar to SP:P25537 PID:48826 PID:606187 GB:U00096 PID:1789645; identified by sequence similarity; putative.,10.1733675,7.534988,0.024911629,1.861554015268219
Plate1_Drawer1 02-Oct-2025 11-48-52,H2,VC_A0940,VC_A0940,"Transcriptional regulator, DeoR family; Similar to SP:P09392 GB:M96795 PID:146186 PID:606358 GB:U00096; identified by sequence similarity; putative.",8.865357,4.1267767,0.03739472,2.7943692949919403
Plate1_Drawer1 02-Oct-2025 11-48-52,H3,ectA,VC_A0825,"L-2,4-diaminobutyric acid acetyltransferase; Catalyzes the acetylation of L-2,4-diaminobutyrate (DABA) to gamma-N-acetyl-alpha,gamma-diaminobutyric acid (ADABA) with acetyl coenzyme A.",8.410221,9.8953285,0.0097629065,0.7295459400010812
Plate1_Drawer1 02-Oct-2025 11-48-52,H4,VC_A0840,VC_A0840,"Deoxycytidylate deaminase, putative; Similar to SP:P33968 GB:X70289 PID:396216; identified by sequence similarity; putative.",9.365957,7.3860135,0.029979069,2.2402250880884984
Plate1_Drawer1 02-Oct-2025 11-48-52,H6,VC_2522,VC_2522,Conserved hypothetical protein; Identified by Glimmer2; putative.,8.150418,9.099487,0.015233889,1.1383722532195848
Plate1_Drawer1 02-Oct-2025 11-48-52,H7,glmS,VC_0487,"Glucosamine--fructose-6-phosphate aminotransferase (isomerizing); Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source.",8.306118,7.621122,0.027895803,2.084550315187386
Plate1_Drawer1 02-Oct-2025 11-48-52,H8,manA,VC_0269,Mannose-6-phosphate isomerase; Similar to SP:P25081 GB:X57117 PID:48820; identified by sequence similarity; putative; Belongs to the mannose-6-phosphate isomerase type 1 family.,2.6538496,-0.7154134,0.10337912,7.725139770301455
Plate1_Drawer1 02-Oct-2025 11-48-52,H9,nusB,VC_2267,N utilization substance protein B; Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons.,8.211101,9.601044,0.016150197,1.2068445653523
Plate1_Drawer1 07-Aug-2025 11-29-03,A1,ung,VC_2359,uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine.,9.533706,5.881601,0.026692152,1.9946059220675463
Plate1_Drawer1 07-Aug-2025 11-29-03,A10,VC_1462,VC_1462,RstB2 protein; Similar to GP:2564358; identified by sequence similarity; putative.,9.315086,6.1183414,0.020012448,1.4954563159938854
Plate1_Drawer1 07-Aug-2025 11-29-03,A12,wavA,VC_0223,"ADP-heptose--LPS heptosyltransferase II, putative; Similar to GB:L42023 SP:P44011 PID:1003930 PID:1222457 PID:1204774; identified by sequence similarity; putative.",9.896831,4.449027,0.04505817,3.3670306058322406
Plate1_Drawer1 07-Aug-2025 11-29-03,A2,VC_2453,VC_2453,Sensor histidine kinase/response regulator; Similar to GB:D10888 SP:P26607 PID:216535 PID:882680 GB:U00096; identified by sequence similarity; putative.,10.528337,8.777304,0.02052406,1.5336871909342358
Plate1_Drawer1 07-Aug-2025 11-29-03,A3,VC_2311,VC_2311,HesA/MoeB/ThiF family protein; Similar to GB:D21145 PID:471103 PID:882707 GB:U00096 SP:Q46927; identified by sequence similarity; putative.,8.377855,6.5355086,0.020444768,1.5277619926672477
Plate1_Drawer1 07-Aug-2025 11-29-03,A4,lipA,VC_0943,"Lipoic acid synthetase; Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives.",4.5765533,1.2301084,0.018792404,1.4042869345373816
Plate1_Drawer1 07-Aug-2025 11-29-03,A5,rsmJ,VC_0073,Conserved hypothetical protein; Specifically methylates the guanosine in position 1516 of 16S rRNA.,7.307919,5.4068623,0.016105605,1.2035123699086039
Plate1_Drawer1 07-Aug-2025 11-29-03,A6,potC,VC_1426,"Spermidine/putrescine ABC transporter, permease protein; Similar to GB:M64519 SP:P23859 PID:147328 GB:U00096 PID:1651551; identified by sequence similarity; putative.",8.370959,6.663966,0.019499423,1.4571198527829496
Plate1_Drawer1 07-Aug-2025 11-29-03,A7,pckA,VC_2738,Phosphoenolpyruvate carboxykinase; Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA. Belongs to the phosphoenolpyruvate carboxykinase (ATP) family.,8.652769,2.2046082,0.057260536,4.278868343262916
Plate1_Drawer1 07-Aug-2025 11-29-03,A8,rluD,VC_0709,"Ribosomal large subunit pseudouridine synthase D; Responsible for synthesis of pseudouridine from uracil at positions 1911, 1915 and 1917 in 23S ribosomal RNA; Belongs to the pseudouridine synthase RluA family.",7.0462437,5.6843166,0.022051977,1.6478627844430573
Plate1_Drawer1 07-Aug-2025 11-29-03,A9,vibB,VC_0771,Vibriobactin-specific isochorismatase; Involved in the biosynthesis of the catechol siderophore vibriobactin. Vibriobactin is a chelating compound involved in transporting iron from the bacterial environment into the cell cytoplasm; Belongs to the isochorismatase family.,4.5554123,1.2112509,0.0145350015,1.0861469719324492
Plate1_Drawer1 07-Aug-2025 11-29-03,B1,flgB,VC_2200,"Flagellar basal-body rod protein FlgB; Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body.",10.15669,-0.6483315,0.035071433,2.620758639363179
Plate1_Drawer1 07-Aug-2025 11-29-03,B10,flgP,VC_2206,Conserved hypothetical protein; Identified by Glimmer2; putative.,8.810584,1.689829,0.05356263,4.002537487405017
Plate1_Drawer1 07-Aug-2025 11-29-03,B2,fliS,VC_2138,Flagellar protein FliS; Similar to GB:U12816 PID:1254205; identified by sequence similarity; putative.,10.16551,-2.0208828,0.059259206,4.428221569569238
Plate1_Drawer1 07-Aug-2025 11-29-03,B3,VC_A1081,VC_A1081,Hypothetical protein; Identified by Glimmer2; putative.,9.819018,4.8072047,0.036354814,2.7166609608720997
Plate1_Drawer1 07-Aug-2025 11-29-03,B4,VC_1909,VC_1909,Hypothetical protein; Identified by Glimmer2; putative.,10.424306,8.3082905,0.023843633,1.7817466192087161
Plate1_Drawer1 07-Aug-2025 11-29-03,B5,VC_0449,VC_0449,Methyl-accepting chemotaxis protein; Similar to GB:X61367 PID:48195; identified by sequence similarity; putative.,6.8193564,6.6897573,0.011184307,0.8357619489212226
Plate1_Drawer1 07-Aug-2025 11-29-03,B6,VC_1498,VC_1498,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.457777,5.3053784,0.022412032,1.6747683646027247
Plate1_Drawer1 07-Aug-2025 11-29-03,B7,VC_2756,VC_2756,Potassium uptake protein TrkH; Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA; Belongs to the TrkH potassium transport family.,9.586072,3.0640945,0.060427766,4.515543741880082
Plate1_Drawer1 07-Aug-2025 11-29-03,B8,VC_0113,VC_0113,Methyltransferase-related protein; Similar to SP:P37431 PID:295895; identified by sequence similarity; putative.,8.791317,2.6605422,0.052614044,3.9316531595624977
Plate1_Drawer1 07-Aug-2025 11-29-03,B9,VC_1423,VC_1423,Hypothetical protein; Identified by Glimmer2; putative.,8.909927,7.1098366,0.020060284,1.4990309235747215
